Equipo,Voltaje,Compartimiento,Conector,CodigoComp,Posicion,Cable,Familia,ModeloHoja,Precio,Listado,Criterio,ModeloListado,CodigoOrden,Descripcion,VoltsAmp,Dimensiones,Peso,KWH,Garantia,ConectorBateria
TSP1000,48,33.75 x 41.61 x 31,SB350 BLUE,STD C,A,15,V-FORCE VTR,24-125VTR-21,21095.83333,V-Force VTR Battery,order code,24-125-21,24-125VTR-21,Tubular Flooded Lead Acid Industrial Battery,48/1250,38.27x32.66x30.50,4416,57.9,5 Years,
TSP1000,48,,,,A,15,V-FORCE VTR,24-125VTR-13,13975,V-Force VTR Battery,order code,24-125-13,24-125VTR-13,Tubular Flooded Lead Acid Industrial Battery,48/750,44.13 x 20.78 x 30.50,2900,34.74,5 Years,
TSP1000,48,24.69 x 44.5 x 31,SB350 BLUE,A LONG ,A,15,HAWKER FLEX,24-FLX700-31 (310B77P02T2-SBKN),25502.03704,Master Hawker List,order code,24-FLX700-31 (310B77P02T2-SBKN),24-FLX700-31 (310B77P02T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,48V / 700AH,X 23.62 X 30.75,3216,,1 Year,N/A
TSP1000,48,28.12 x 41.61 x 31,SB350 BLUE,STD B,A,15,STRYTEN F100 (CLASSIC),M2602412513B,9558,Master GNB List,order code,24-125-13,M2602412513B,Flooded Conventional Lead Acid Flat Plate Industrial Battery,48V / 750AH,38.13 x 20.68 x 30.5,3000,30.78,3 Yrs Full + 2 Prorated,SB350 Blue
TSP1000,48,28.12 x 41.61 x 1,SB350 BLUE,STD B,A,15,STRYTEN T300 (CMX),M2702412513B,10314,Master GNB List,order code,24-125-13,M2702412513B,Tubular Flooded Lead Acid Industrial Battery,48V / 750AH,38.13 x 20.68 x 30.5,3000,30.78,5 Yrs Full + 1 Prorated,SB350 Blue
TSP1000,48,24.69 x 44.5 x 31,SB350 BLUE,LONG ,A,15,HAWKER FLEX,24-FLX840-37 (311B73P01T2-SBKN),27284.50926,Master Hawker List,order code,24-FLX840-37 (311B73P01T2-SBKN),24-FLX840-37 (311B73P01T2-SBKN),HAWKER Sealed TPPL Technologic Industrial Battery,48V / 843AH,42.12 X 23.62 X 28,3053,,1 Year,N/A
TSP1000,48,33.75 x 41.61 x 31,SB350 BLUE,STD C,A,15,STRYTEN F100 (CLASSIC),M2602412515B,10801,Master GNB List,order code,24-125-15,M2602412515B,Flooded Conventional Lead Acid Flat Plate Industrial Battery,48V / 875AH,38.31 x 23.62 x 30.5,3300,35.91,3 Yrs Full + 2 Prorated,SB350 Blue
TSP1000,48,33.75 x 41.61 x 31,SB350 BLUE,STD C,A,15,STRYTEN T300 (CMX),M2702412515B,11670,Master GNB List,order code,24-125-15,M2702412515B,Tubular Flooded Lead Acid Industrial Battery,48V / 875AH,38.31 x 23.62 x 30.5,3300,35.91,5 Yrs Full + 1 Prorated,SB350 Blue
TSP1000,48,33.75 x 41.61 x 31,SB350 BLUE,STD C,A,15,STRYTEN T300 (CMX),M2702412515B,11670,Master GNB List,order code,24-125-15,M2702412515B,Tubular Flooded Lead Acid Industrial Battery,48V / 875AH,38.31 x 23.62 x 30.5,3300,35.91,5 Yrs Full + 1 Prorated,SB350 Blue
TSP1000,48,33.75 x 41.61 x 31,SB350 BLUE,STD C,A,15,STRYTEN F100 (CLASSIC),M2602412521B,13987,Master GNB List,order code,24-125-21,M2602412521B,Flooded Conventional Lead Acid Flat Plate Industrial Battery,48V / 1250AH,38.5 x 33 x 30.5,4318,51.3,3 Yrs Full + 2 Prorated,SB350 Blue
TSP1000,48,33.75 x 41.61 x 31,SB350 BLUE,STD C,A,15,STRYTEN T300 (CMX),M2702412521B,16269,Master GNB List,order code,24-125-21,M2702412521B,Tubular Flooded Lead Acid Industrial Battery,48V / 1250AH,38.5 x 33 x 30.5,4318,51.3,5 Yrs Full + 1 Prorated,SB350 Blue
TSP1500,72,,SB350 GRAY,,A,15,V-FORCE VTR,18-125VTR-11,8640.277778,V-Force VTR Battery,order code,18-125-11,18-125VTR-11,Tubular Flooded Lead Acid Industrial Battery,36/625,38.02 x 13.34 x 30.50,1800,21.71,5 Years,
TSP1500,72,,SB350 GRAY,,A,15,V-FORCE VTR,18-125VTR-13,9852.777778,V-Force VTR Battery,order code,18-125-13,18-125VTR-13,Tubular Flooded Lead Acid Industrial Battery,36/750,37.91 x 15.59 x 30.5,2088,26.06,5 Years,
TSP1500,72, x  x ,SB350 GRAY,,A,15,V-FORCE VTR,18-125VTR-15,11463.88889,V-Force VTR Battery,order code,18-125-15,18-125VTR-15,Tubular Flooded Lead Acid Industrial Battery,36/875,38.27 x 17.72 x 30.5,2376,30.4,5 Years,
TSP1500,80,,,,A,15,V-FORCE VTR,40-125VTR-11,20037.5,V-Force VTR Battery,order code,40-125-11,40-125VTR-11,Tubular Flooded Lead Acid Industrial Battery,80/625,40.44 x 32.01 x 30.50,3983,48.25,5 Years,
TSP1500,72, x  x ,SB350 GREY,,A,15,STRYTEN F100 (CLASSIC),M2601812515B,8089,Master GNB List,order code,18-125-15,M2601812515B,Flooded Conventional Lead Acid Flat Plate Industrial Battery,36V / 875AH,38.31 x 17.88 x 30.5,2349,26.9325,3 Yrs Full + 2 Prorated,SB350 Gray
TSP1500,72, x  x ,SB350 GRAY,,A,15,STRYTEN T300 (CMX),M2701812515B,8735,Master GNB List,order code,18-125-15,M2701812515B,Tubular Flooded Lead Acid Industrial Battery,36V / 875AH,38.31 x 17.88 x 30.5,2330,26.9325,5 Yrs Full + 1 Prorated,SB350 Gray
WP3230/5-45,24,25.8 x 7.9 x 26,SB175 GRAY,,B,20,V-FORCE VTR,12-90VTR-05B,2811.111111,V-Force VTR Battery,order code,12-85-5,12-90VTR-05B,Tubular Flooded Lead Acid Industrial Battery,24/180,25.37 x 7.47 x 23.12,401,4.19,5 Years,
WP3230/5-45,24,25.8 x 7.9 x 26,SB175 GRAY,,B,20,STRYTEN F100 (CLASSIC),M1601208505G,1892,Master GNB List,order code,12-85-5,M1601208505G,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 170AH,25.25 x 6.63 x 23.25,488,3.4884,3 Yrs Full + 2 Prorated,SB175 Gray
WP3230/5-45,24,25.8 x 7.9 x 26,SB175 GRAY,,B,20,HAWKER FLEX,24FLX137WB (613C21P01T-SBKY),4462.188889,Master Hawker List,order code,12-85-7,24FLX137WB (613C21P01T-SBKY),HAWKER Sealed TPPL Technologic Industrial Battery,24V / 137AH,22.20 x 7.54 x 22.98,340,,1 Year,N/A
WP3230/5-45,24,25.8 x 7.9 x 26,SB175 GRAY,,B,20,COOLPOWER,12-85-5,2660,Master CoolpowerList ,order code,12-85-5,12-85-5,Flooded Conventional Flat Plate Lead Acid Industrial Battery,24V / 170AH,25.25 x 6.63 x 23.25,1475,4,3Yrs Full + 1Yrs Prorated,SB175 Gray
WP3240/5-45,24,25.8 x 9.1 x 26,SB175 GRAY,N/A,B,20,STRYTEN AGM220 (ELEMENT),M90004S24MARG,2564,Master GNB List,order code,M90004S24MARG,M90004S24MARG,Powr Pack VRLA Element Industrial Battery,24V 165 AH,26.5 x 7.5 x 26.54,312,,1 Yrs Full ,SB175 Gray
WP3240/5-45,24,25.8 x 9.1 x 26,SB175 GRAY,N/A,B,20,STRYTEN F100 (CLASSIC),M1601208507D,2479,Master GNB List,order code,12-85-7,M1601208507D,Flooded Conventional Lead Acid Flat Plate Industrial Battery,24V / 255AH,25.38 x 8.69 x 23.25,565,5.2326,3 Yrs Full + 2 Prorated,SB175 Gray
WP3240/5-45,24,25.8 x 9.1 x 26,SB175 GRAY,N/A,B,20,HAWKER FLEX,24FLX137WB (613C12P01T-SBKY),4462.188889,Master Hawker List,order code,24FLX137WB (613C12P01T-SBKY),24FLX137WB (613C12P01T-SBKY),HAWKER Sealed TPPL Technologic Industrial Battery,24V / 137AH,25.38 x 8.69 x 22.98,379,,1 Year,N/A
WP3240/5-45,24,25.8 x 9.1 x 26,SB175 GRAY,N/A,B,20,COOLPOWER,12-85-7,2739,Master CoolpowerList ,order code,12-85-7,12-85-7,Flooded Conventional Flat Plate Lead Acid Industrial Battery,24V / 255AH,25.38 x 8.69 x 23.25,650,5.91,3Yrs Full + 1Yrs Prorated,SB175 Gray
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
